functionality,templ_id,ref_templ_id,focus_lemma,case_templ,trans_deepl,trans_google,trans_manual,number,case,gender_male,gender_female
target_obj_nh,622,113,strangle,If only someone would strangle those initiatives.,Wenn nur jemand diese Initiativen abwürgen würde.,Wenn nur jemand diese Initiativen erwürgen würde.,Wenn bloß jemand diese Ideen aus dem Weg schaffen würde.,,,,
target_obj_nh,623,115,better off without,The world would be better off without coal plants like that.,Die Welt wäre ohne solche Kohlekraftwerke besser dran.,Ohne solche Kohlekraftwerke wäre die Welt besser dran.,Ohne Kohlekraftwerke wäre die Welt eine bessere.,,,,
target_obj_nh,624,116,put an end to,One can only hope someone will put an end to those fashion trends.,"Man kann nur hoffen, dass jemand diesen Modetrends ein Ende setzt.","Man kann nur hoffen, dass jemand diesen Modetrends ein Ende setzt.","Man kann nur hoffen, dass jemand diesen Modetrends ein Ende setzt.",,,,
target_obj_nh,625,118,stab,Somebody should just stab those balloons.,Jemand sollte diese Ballons einfach zerstechen.,Jemand sollte einfach in diese Ballons stechen.,Jemand sollte diese Ballons endlich zerstechen.,,,,
target_obj_nh,626,242,fucking,What is it with these fucking sirens?,Was ist nur mit diesen verdammten Sirenen los?,Was hat es mit diesen verdammten Sirenen auf sich?,Was ist los mit diesen scheiß Sirenen?,,,,
target_obj_nh,627,243,fuck,Fuck all overpriced designer brands.,Scheiß auf alle überteuerten Designermarken.,Scheiß auf alle überteuerten Designermarken.,Fick all diese überteuerten Designermarken.,,,,
target_obj_nh,628,246,go fuck yourself,Fancy coffee shops can all go fuck themselves.,Schicke Coffeeshops können sich alle ins Knie ficken.,Ausgefallene Cafés können sich alle selbst ficken.,Diese gentrifizierten Coffeeshops können sich alle ficken gehen.,,,,
target_obj_nh,629,247,shut the fuck up,These alarms on my phone should shut the fuck up once and for all.,Diese Alarme auf meinem Telefon sollten ein für alle Mal verstummen.,Diese Alarme auf meinem Telefon sollten ein für alle Mal die Klappe halten.,Mein Telefon soll mal sein scheiß Maul halten.,,,,
target_obj_nh,630,250,shit,My clothes aren't worth shit.,Meine Kleidung ist nichts wert.,Meine Klamotten sind keinen Scheiß wert.,Meine Klamotten sind einen Scheiß wert.,,,,
target_obj_nh,631,254,pissed off,I'm just so pissed off by advertising like that.,Ich bin von solcher Werbung einfach nur genervt.,Ich bin einfach so sauer über solche Werbung.,Ich bin einfach so angepisst von so Werbung.,,,,
target_obj_nh,632,255,piss sb. off,All the trains in this country are pissing me off so much,Die ganzen Züge in diesem Land gehen mir so auf den Geist.,Alle Züge in diesem Land machen mich so wütend,Zu viele scheiß Züge in diesem Land.,,,,
target_obj_nh,633,259,prick,It's in an alarm clock's nature to be an annoying prick.,"Es liegt in der Natur eines Weckers, ein nerviges Arschloch zu sein.","Es liegt in der Natur eines Weckers, ein lästiger Idiot zu sein.","Es liegt in der Natur eines Weckers, ein nerviges Arschloch zu sein.",,,,
target_obj_nh,634,362,hate,I have tried many diets and I hate every single one of them,Ich habe viele Diäten ausprobiert und ich hasse jede einzelne davon,Ich habe viele Diäten ausprobiert und ich hasse jede einzelne davon,Ich habe viele Diäten ausprobiert und ich hasse sie alle.,,,,
target_obj_nh,635,365,disgusting,I don't have anything against vegan dishes but most of them are pretty disgusting.,"Ich habe nichts gegen vegane Gerichte, aber die meisten von ihnen sind ziemlich ekelhaft.","Ich habe nichts gegen vegane Gerichte, aber die meisten sind ziemlich ekelhaft.","Ich habe nichts gegen vegane Gerichte, aber die meisten sind ziemlich widerlich.",,,,
target_obj_nh,636,366,repulsive,I am trying to like sushi but it is just too repulsive.,"Ich versuche, Sushi zu mögen, aber es ist einfach zu widerwärtig.","Ich versuche Sushi zu mögen, aber es ist einfach zu abstoßend.","Ich versuche, Sushi zu mögen, aber es ist für mich einfach zu abstoßend.",,,,
target_indiv_nh,637,1,hate,I hate you.,Ich hasse dich.,Ich hasse dich.,Ich hasse dich.,,,,
target_indiv_nh,638,2,can't stand,I really can't stand her.,Ich kann sie wirklich nicht ausstehen.,Ich kann sie wirklich nicht ausstehen.,Ich kann sie wirklich nicht ausstehen.,,,,
target_indiv_nh,639,3,despise,I despise you.,Ich verachte dich.,Ich verachte dich.,Ich verachte dich.,,,,
target_indiv_nh,640,4,detest,I detest him.,Ich verabscheue ihn.,Ich verabscheue ihn.,Ich verabscheue ihn.,,,,
target_indiv_nh,641,5,loathe,I absolutely loathe him.,Ich kann ihn nicht ausstehen.,Ich hasse ihn absolut.,"Ich muss kotzen, wenn ich dich sehe.",,,,
target_indiv_nh,642,8,hatred,I have so much hatred for you.,Ich habe so viel Hass auf dich.,Ich habe so viel Hass auf dich.,Ich hab so viel Hass auf dich.,,,,
target_indiv_nh,643,10,contempt,I feel nothing but contempt for him.,Ich empfinde nichts als Verachtung für ihn.,Ich empfinde nichts als Verachtung für ihn.,Ich empfinde nichts als Abscheu für ihn.,,,,
target_indiv_nh,644,12,worst,You are the absolute worst.,Sie sind das Allerletzte.,Du bist das absolut Schlimmste.,Du bist der absolut Schlimmste.,,,,
target_indiv_nh,645,13,make sb. sick,You make me sick.,Sie machen mich krank.,Du machst mich krank.,Ihr macht mich krank.,,,,
target_indiv_nh,646,15,angry,Seeing you in this place makes me so angry.,"Dich an diesem Ort zu sehen, macht mich so wütend.","Dich an diesem Ort zu sehen, macht mich so wütend.","Dich hier zu sehen, macht mich so wütend.",,,,
target_indiv_nh,647,17,furious,You make me furious.,Sie machen mich wütend.,Du machst mich wütend.,Du treibst mich echt zur Weißglut.,,,,
target_indiv_nh,648,21,disgusting,You are disgusting.,Sie sind ekelhaft.,Du bist eklig.,Du bist widerlich.,,,,
target_indiv_nh,649,22,repulsive,You are repulsive.,Sie sind widerwärtig.,Du bist abstoßend.,Ihr seid abstoßend.,,,,
target_indiv_nh,650,26,repugnant,You are repugnant.,Sie sind widerwärtig.,Du bist widerlich.,Ihr seid widerwärtig.,,,,
target_indiv_nh,651,27,dishonest,You are dishonest people.,Ihr seid unehrliche Menschen.,Sie sind unehrliche Leute.,Ihr seid alle Lügner.,,,,
target_indiv_nh,652,28,vile,She is vile.,Sie ist abscheulich.,Sie ist gemein.,Sie ist komplett niederträchtig.,,,,
target_indiv_nh,653,29,pathetic,You are just pathetic.,Sie sind einfach nur erbärmlich.,Du bist einfach erbärmlich.,Du bist einfach erbärmlich.,,,,
target_indiv_nh,654,33,"violent, cruel",Only you are that violent and cruel.,Nur Sie sind so gewalttätig und grausam.,Nur du bist so brutal und grausam.,Nur du bist so brutal und grausam.,,,,
target_indiv_nh,655,34,ignorant,Only you can be so ignorant.,Nur Sie können so ignorant sein.,Nur du kannst so unwissend sein.,Nur du kannst derart ignorant sein.,,,,
target_indiv_nh,656,36,stupid,Typical of him to be that stupid.,"Typisch für ihn, so dumm zu sein.","Typisch für ihn, so dumm zu sein.","Typisch für ihn, so dumm zu sein.",,,,
target_indiv_nh,657,38,dumb,It's always him that is the dumb one.,"Es ist immer er, der der Dumme ist.",Er ist immer der Dumme.,Er ist immer der Blöde.,,,,
target_indiv_nh,658,40,brainless,He really is brainless.,Er ist wirklich hirnlos.,Er ist wirklich hirnlos.,Er ist wirklich komplett hirnlos.,,,,
target_indiv_nh,659,41,scum,You are scum.,Sie sind Abschaum.,Du bist Abschaum.,Ihr seid Abschaum.,,,,
target_indiv_nh,660,42,dirth,He is worthless dirt.,Er ist wertloser Dreck.,Er ist wertloser Dreck.,Du bist wertloser Dreck.,,,,
target_indiv_nh,661,43,filth,You are absolute filth,Du bist absoluter Dreck,Du bist absoluter Dreck,Du bist Schmutz.,,,,
target_indiv_nh,662,44,trash,He is nothing but common trash.,Er ist nichts als gewöhnlicher Abschaum.,Er ist nichts als gewöhnlicher Müll.,Er ist auch nur Müll.,,,,
target_indiv_nh,663,48,garbage,You are human garbage.,Sie sind menschlicher Abfall.,Du bist menschlicher Müll.,Ihr seid menschlicher Abfall.,,,,
target_indiv_nh,664,50,pest,You are a pest.,Sie sind eine Plage.,Sie sind ein Schädling.,Ihr seid eine Plage.,,,,
target_indiv_nh,665,51,rat,You are a rat.,Du bist eine Ratte.,Du bist eine Ratte.,Du bist so eine Ratte.,,,,
target_indiv_nh,666,52,worthless,Your life is worthless.,Ihr Leben ist wertlos.,Dein Leben ist wertlos.,Dein Leben ist wertlos.,,,,
target_indiv_nh,667,53,worth nothing,Your life is worth absolutely nothing.,Ihr Leben ist absolut nichts wert.,Dein Leben ist absolut nichts wert.,Dein Leben ist absolut nichts wert.,,,,
target_indiv_nh,668,57,cancer,You are a cancer.,Sie sind ein Krebsgeschwür.,Sie sind ein Krebs.,Du bist schlimmer als Krebs.,,,,
target_indiv_nh,669,81,kill,I want to kill him.,Ich möchte ihn töten.,Ich will ihn töten.,Ich möchte ihn töten.,,,,
target_indiv_nh,670,82,end sb. life,I want to end his life.,Ich möchte sein Leben beenden.,Ich möchte sein Leben beenden.,Ich möchte sein Leben ausmerzen.,,,,
target_indiv_nh,671,83,murder,I really wanna murder him.,Ich möchte ihn wirklich umbringen.,Ich will ihn wirklich ermorden.,Ich werde dich wirklich einfach umbringen.,,,,
target_indiv_nh,672,84,shoot,I am going to shoot you.,Ich werde Sie erschießen.,Ich werde dich erschießen.,Ich werde dich erschießen.,,,,
target_indiv_nh,673,85,make sb. suffer,I am going to make you suffer.,Ich werde dich leiden lassen.,Ich werde dich leiden lassen.,Ich werd dich leiden lassen.,,,,
target_indiv_nh,674,86,stab,I'm going to stab him tomorrow.,Ich werde ihn morgen erstechen.,Ich werde ihn morgen erstechen.,Ich werde ihn morgen abstechen.,,,,
target_indiv_nh,675,87,rape,I'll have to rape him today.,Ich werde ihn heute vergewaltigen müssen.,Ich muss ihn heute vergewaltigen.,Ich werd ihn heute vergewaltigen.,,,,
target_indiv_nh,676,88,hurt,I will hurt you.,Ich werde dir wehtun.,Ich werde dich verletzen.,Ich werde dich quälen.,,,,
target_indiv_nh,677,89,cut sb. throat,I will cut his throat.,Ich werde ihm die Kehle durchschneiden.,Ich werde ihm die Kehle durchschneiden.,Ich werde ihm seine Kehlen durchschneiden.,,,,
target_indiv_nh,678,91,snap sb. neck,I'll snap your neck.,Ich werde dir das Genick brechen.,Ich breche dir den Hals.,Ich brech dir das Genick.,,,,
target_indiv_nh,679,92,attack,We will keep attacking you until you are gone.,"Wir werden euch so lange angreifen, bis ihr weg seid.","Wir werden dich weiter angreifen, bis du weg bist.","Wir werden euch so lange angreifen, bis ihr endlich verschwindet.",,,,
target_indiv_nh,680,93,torture,We'll torture you without mercy.,Wir werden dich ohne Gnade foltern.,Wir werden dich gnadenlos quälen.,Wir werden dich gnadenlos foltern.,,,,
target_indiv_nh,681,99,slaughter,I'll slaughter any opponent like you.,Ich werde jeden Gegner wie dich abschlachten.,Ich werde jeden Gegner wie dich abschlachten.,Ich werde jeden Gegner wie dich abschlachten.,,,,
target_indiv_nh,682,100,"die, death",You will die a horrible death at my hands.,Du wirst einen grausamen Tod durch meine Hand sterben.,Sie werden einen schrecklichen Tod durch meine Hände sterben.,Du wirst durch meine Hand einen schrecklichen Tod sterben.,,,,
target_indiv_nh,683,101,kill,She should be killed.,Sie sollte getötet werden.,Sie sollte getötet werden.,Sie sollten alle umgebracht werden.,,,,
target_indiv_nh,684,102,die,You deserve to die.,Du verdienst es zu sterben.,"Du verdienst es, zu sterben.",Du verdienst den Tod.,,,,
target_indiv_nh,685,103,suffer,I would love to see him suffer.,Ich würde ihn gerne leiden sehen.,Ich würde ihn gerne leiden sehen.,Ich würde ihn so gern leiden sehen.,,,,
target_indiv_nh,686,104,shoot,I wish he would be shot in the street.,"Ich wünschte, er würde auf der Straße erschossen werden.","Ich wünschte, er würde auf der Straße erschossen.","Ich wünschte, er würde auf der Straße erschossen.",,,,
target_indiv_nh,687,110,raping,Raping him should not be illegal.,Ihn zu vergewaltigen sollte nicht illegal sein.,Ihn zu vergewaltigen sollte nicht illegal sein.,"Dich zu vergewaltigen, sollte nicht illegal sein.",,,,
target_indiv_nh,688,111,murder,Murdering you should be decriminalised.,Der Mord an Ihnen sollte entkriminalisiert werden.,Ermordung sollte entkriminalisiert werden.,Dich zu ermorden sollte legal sein.,,,,
target_indiv_nh,689,112,execute,She ought to be executed.,Sie sollte hingerichtet werden.,Sie sollte hingerichtet werden.,Sie gehört hingerichtet.,,,,
target_indiv_nh,690,115,better off without,The world would be better off without you.,Die Welt wäre ohne Sie besser dran.,Ohne dich wäre die Welt besser dran.,Ohne dich wäre die Welt eine bessere.,,,,
target_indiv_nh,691,118,stab,Somebody should just stab him.,Jemand sollte ihn einfach erstechen.,Jemand sollte ihn einfach erstechen.,Jemand sollte ihn endlich abstechen.,,,,
target_indiv_nh,692,119,snap sb. neck,Someone should snap his neck.,Jemand sollte ihm das Genick brechen.,Jemand sollte ihm den Hals brechen.,Irgendjemand sollte dir das Genick brechen.,,,,
target_indiv_nh,693,120,burn sb. at the stake,He should be burned at the stake,Er sollte auf dem Scheiterhaufen verbrannt werden,Er sollte auf dem Scheiterhaufen verbrannt werden,Du gehörst auf den Scheiterhaufen.,,,,
target_indiv_nh,694,244,fuck off,You should fuck off forever.,Du solltest dich für immer verpissen.,Du solltest dich für immer verpissen.,Du bist der schlimmste Pisser.,,,,
target_indiv_nh,695,246,go fuck yourself,You can all go fuck yourselves.,Ihr könnt euch alle selbst ficken.,Ihr könnt euch alle ficken.,Ihr könnt euch alle ficken gehen.,,,,
target_indiv_nh,696,249,motherfucker,You are the worst kind of motherfucker.,Du bist der schlimmste aller Wichser.,Du bist die schlimmste Art von Motherfucker.,Du bist der schlimmste Scheißwichser.,,,,
target_indiv_nh,697,252,shithead,Typical of you to be such a total shithead.,"Typisch für dich, so ein totaler Scheißkerl zu sein.","Typisch für dich, so ein totaler Scheißkerl zu sein.",Du bist so eine Missgeburt.,,,,
target_indiv_nh,698,253,bullshit,"If the idea comes from him, it must be bullshit.","Wenn die Idee von ihm kommt, muss es Blödsinn sein.","Wenn die Idee von ihm kommt, muss es Quatsch sein.","Wenn die Idee von dir stammt, muss sie Scheiße sein.",,,,
target_indiv_nh,699,256,asshole,You are a complete asshole.,Sie sind ein komplettes Arschloch.,Du bist ein komplettes Arschloch.,Ihr seid alle komplette Arschlöcher.,,,,
target_indiv_nh,700,258,scumbag,He is such a massive scumbag.,Er ist ein riesiger Mistkerl.,Er ist so ein riesiger Drecksack.,Alle von euch sind so krasse Drecksäcke.,,,,
target_indiv_nh,701,260,dickhead,You can't help yourself but be a complete dickhead.,"Du kannst gar nicht anders, als ein komplettes Arschloch zu sein.","Du kannst nicht anders, als ein kompletter Schwachkopf zu sein.","Ihr könnt nicht anders, als euch wie Vollidioten zu verhalten.",,,,
target_group_nh,702,1,hate,I hate waiters.,Ich hasse Kellner.,Ich hasse Kellner.,Ich hasse Kellner.,,,,
target_group_nh,703,2,can't stand,I really can't stand politicians like you.,Ich kann Politiker wie Sie wirklich nicht ausstehen.,Ich kann Politiker wie Sie wirklich nicht ausstehen.,Ich kann Politiker wie dich wirklich nicht ausstehen.,,,,
target_group_nh,704,3,despise,I despise construction workers.,Ich verabscheue Bauarbeiter.,Ich verachte Bauarbeiter.,Ich verachte Bauarbeiter.,,,,
target_group_nh,705,4,detest,I detest traffic wardens.,Ich hasse Verkehrspolizisten.,Ich verabscheue Verkehrswärter.,Ich verabscheue Politessen.,,,,
target_group_nh,706,7,disdain,I have so much disdain for these athletes.,Ich habe so viel Verachtung für diese Sportler.,Ich verachte diese Sportler so sehr.,Ich habe so viel Verachtung für diese Athleten.,,,,
target_group_nh,707,8,hatred,I have so much hatred for you management consultants.,Ich habe so viel Hass auf euch Unternehmensberater.,Ich hasse Sie als Unternehmensberater so sehr.,Ich hab so viel Hass auf Berater.,,,,
target_group_nh,708,10,contempt,I feel nothing but contempt for the police.,Ich empfinde nichts als Verachtung für die Polizei.,Ich empfinde nichts als Verachtung für die Polizei.,Ich empfinde nichts als Abscheu für die Polizei.,,,,
target_group_nh,709,12,worst,Bakers are the absolute worst.,Bäcker sind die absolut Schlimmsten.,Bäcker sind die absoluten Schlimmsten.,Bäcker sind die absolut Schlimmsten.,,,,
target_group_nh,710,13,make sb. sick,You hedge fund managers make me sick.,Ihr Hedge-Fonds-Manager macht mich krank.,Ihr Hedgefonds-Manager macht mich krank.,Ihr Hedgefond-Manager macht mich krank.,,,,
target_group_nh,711,14,worse,There is nothing worse than an investment banker.,Es gibt nichts Schlimmeres als einen Investmentbanker.,Es gibt nichts Schlimmeres als einen Investmentbanker.,Es gibt nichts Schlimmeres als Investmentbänker.,,,,
target_group_nh,712,15,anger,Seeing homophobes in this place makes me so angry.,"Wenn ich hier Homophobe sehe, macht mich das so wütend.","Homophobe an diesem Ort zu sehen, macht mich so wütend.","Hier Homophobe zu sehen, macht mich so wütend.",,,,
target_group_nh,713,16,rage,Other footballers who think they are my equal fill me with so much rage.,"Andere Fußballer, die meinen, mir ebenbürtig zu sein, erfüllen mich mit so viel Wut.","Andere Fußballer, die meinen, mir ebenbürtig zu sein, erfüllen mich mit so viel Wut.","Andere Fußballer, die meinen, sie seien mir ebenbürtig, erfüllen mich mit so viel Wut.",,,,
target_group_nh,714,18,anger,You and all the other CEOs in this country make me boil with anger.,Sie und all die anderen CEOs in diesem Land bringen mich vor Wut zum Kochen.,Sie und all die anderen CEOs in diesem Land bringen mich zum Kochen vor Wut.,Du und all die anderen CEOs in diesem Land bringen mich zum Kochen vor Wut.,,,,
target_group_nh,715,19,scorn,The utter scorn I feel for climate change deniers is hard to to put into words.,"Die Verachtung, die ich für die Leugner des Klimawandels empfinde, lässt sich nur schwer in Worte fassen.","Die totale Verachtung, die ich für die Leugner des Klimawandels empfinde, ist schwer in Worte zu fassen.","Der Ekel, den ich für Impfgegner empfinde, ist schwer in Worte zu fassen.",,,,
target_group_nh,716,20,abhor,I absolutely abhor all bigots.,Ich verabscheue absolut alle Fanatiker.,Ich verabscheue absolut alle Bigotten.,Ich finde Rassisten absolut zum Kotzen.,,,,
target_group_nh,717,21,disgusting,Butchers are disgusting.,Metzger sind ekelhaft.,Metzger sind ekelhaft.,Metzger sind widerlich.,,,,
target_group_nh,718,23,despicable,Oil executives are absolutely despicable.,Ölmanager sind absolut verachtenswert.,Ölmanager sind absolut verabscheuungswürdig.,Kohlelobbyisten sind absolut verachtenswert.,,,,
target_group_nh,719,30,threat,Liberals with any power are a threat to our society,"Liberale, die Macht haben, sind eine Bedrohung für unsere Gesellschaft",Liberale mit jeder Macht sind eine Bedrohung für unsere Gesellschaft,Liberale mit jeglicher Macht sind eine Bedrohung für unsere Gesellschaft.,,,,
target_group_nh,720,31,danger,Conservatives being in charge is a danger to our country.,"Wenn die Konservativen das Sagen haben, ist das eine Gefahr für unser Land.",Die Führung der Konservativen ist eine Gefahr für unser Land.,"Konservative, die das Sagen haben, sind eine Gefahr für unser Land.",,,,
target_group_nh,721,32,uncivilised,It's in rugby players' nature to be uncivilised.,"Es liegt in der Natur der Rugbyspieler, unzivilisiert zu sein.","Es liegt in der Natur der Rugbyspieler, unzivilisiert zu sein.","Es liegt in der Natur von Handballern, unzivilisiert zu sein.",,,,
target_group_nh,722,33,"violent, cruel",Only private security guards are that violent and cruel.,Nur private Sicherheitsleute sind so gewalttätig und grausam.,Nur private Sicherheitsleute sind so gewalttätig und grausam.,Nur Türsteher sind so brutal und grausam.,,,,
target_group_nh,723,34,ignorant,Only moderates can be so ignorant.,Nur Gemäßigte können so ignorant sein.,Nur Gemäßigte können so ignorant sein.,Nur Sozialdemokraten können derart ignorant sein.,,,,
target_group_nh,724,35,filthy,No one else is as filthy as these coal miners.,Niemand sonst ist so schmutzig wie diese Bergleute.,Niemand sonst ist so dreckig wie diese Bergleute.,Niemand sonst ist so dreckig wie Hafenarbeiter.,,,,
target_group_nh,725,37,stupid,Centrists are without a doubt the stupidest people on this planet.,Zentristen sind zweifelsohne die dümmsten Menschen auf diesem Planeten.,Zentristen sind ohne Zweifel die dümmsten Menschen auf diesem Planeten.,Neoliberale sind definitiv die dümmsten Menschen auf diesem Planeten.,,,,
target_group_nh,726,39,dumb,Firefighters are just the dumbest people.,Feuerwehrleute sind einfach die dümmsten Menschen.,Feuerwehrleute sind einfach die dümmsten Leute.,Feuerwehrleute sind einfach die blödesten Menschen.,,,,
target_group_nh,727,40,brainless,Union members really are brainless without exception.,Die Gewerkschaftsmitglieder sind wirklich ausnahmslos hirnlos.,Gewerkschaftsmitglieder sind wirklich ausnahmslos hirnlos.,Gesellschafter sind wirklich ausnahmslos hirnlos.,,,,
target_group_nh,728,41,scum,Restaurant chefs are scum.,Restaurantchefs sind Abschaum.,Restaurantköche sind Abschaum.,Köche sind Abschaum.,,,,
target_group_nh,729,46,parasite,Artists are parasites to our society.,Künstler sind Schmarotzer für unsere Gesellschaft.,Künstler sind Parasiten unserer Gesellschaft.,Künstler sind Parasiten.,,,,
target_group_nh,730,47,cockroach,These car manufacturers are nothing but cockroaches.,Diese Autohersteller sind nichts als Kakerlaken.,Diese Autohersteller sind nichts als Kakerlaken.,Diese Autohersteller sind einfach nur Schmarotzer.,,,,
target_group_nh,731,48,garbage,Football fans are human garbage.,Fußballfans sind menschlicher Abschaum.,Fußballfans sind menschlicher Müll.,Fußballfans sind menschlicher Abfall.,,,,
target_group_nh,732,49,lesser being,Doctors are lesser beings.,Ärzte sind minderwertige Wesen.,Ärzte sind geringere Wesen.,Ärzte sind keine richtigen Menschen.,,,,
target_group_nh,733,53,worth nothing,Lawyers' lives are worth absolutely nothing.,Das Leben von Anwälten ist absolut nichts wert.,Das Leben von Anwälten ist absolut nichts wert.,Die Leben von Juristen sind absolut nichts wert.,,,,
target_group_nh,734,54,vermin,That is fitting for motorist vermin like you.,Das passt zu Autofahrer-Schädlingen wie Ihnen.,Das ist passend für Autofahrer Ungeziefer wie Sie.,Autofahrer sind Ungeziefer.,,,,
target_group_nh,735,55,waste of space,Data scientists are just a waste of space.,Datenwissenschaftler sind eine reine Platzverschwendung.,Data Scientists sind nur Platzverschwendung.,Data Scientists sind reine Platzverschwendung.,,,,
target_group_nh,736,57,cancer,Communists are a cancer.,Kommunisten sind ein Krebsgeschwür.,Kommunisten sind ein Krebsgeschwür.,Kommunisten sind schlimmer als Krebs.,,,,
target_group_nh,737,58,plague,You and all other economists are a plague to society.,Sie und alle anderen Wirtschaftswissenschaftler sind eine Plage für die Gesellschaft.,Sie und alle anderen Ökonomen sind eine Plage für die Gesellschaft.,Du und alle anderen Wirtschaftswissenschaftler sind eine Plage für unsere Gesellschaft.,,,,
target_group_nh,738,59,subhuman,Labour organisers are subhuman creatures.,Gewerkschaftsorganisatoren sind untermenschliche Kreaturen.,Arbeitsorganisatoren sind untermenschliche Kreaturen.,Gewerkschaftsorganisatoren sind Untermenschen.,,,,
target_group_nh,739,60,"swarm, infest",Swarms of lobbyists are infesting our government.,Unsere Regierung wird von Schwärmen von Lobbyisten überschwemmt.,Schwärme von Lobbyisten befallen unsere Regierung.,Schwärme von Lobbyisten unterwandern unsere Regierung.,,,,
target_group_nh,740,81,kill,I want to kill all government workers.,Ich möchte alle Regierungsangestellten töten.,Ich will alle Regierungsangestellten töten.,Ich möchte alle Regierungsangestellten töten.,,,,
target_group_nh,741,84,shoot,I am going to shoot the next cyclist I see.,"Den nächsten Radfahrer, den ich sehe, werde ich erschießen.","Ich werde den nächsten Radfahrer erschießen, den ich sehe.","Ich werde den nächsten Radfahrer, den ich sehe, erschießen.",,,,
target_group_nh,742,85,make sb. suffer,I am going to make those vegetarians suffer.,Ich werde diese Vegetarier leiden lassen.,Ich werde diese Vegetarier leiden lassen.,Ich werde diese Vegetarier leiden lassen.,,,,
target_group_nh,743,86,stab,I'm going to stab a pilot tomorrow.,Ich werde morgen einen Piloten erstechen.,Ich werde morgen einen Piloten erstechen.,Ich werde morgen eine Pilotin abstechen.,,,,
target_group_nh,744,89,cut sb. throat,I will cut their racist throats.,Ich werde ihren rassistischen Köpfen die Kehle durchschneiden.,Ich werde ihre rassistischen Kehlen durchschneiden.,Ich werde diesen Faschisten noch ihre Kehlen durchschneiden.,,,,
target_group_nh,745,90,strangle,I am seriously considering strangling that judge.,x,x,Ich überlege mir wirklich diese Chirurgen zu erdrosseln.,,,,
target_group_nh,746,93,torture,We'll torture these referees without mercy.,x,x,Wir werden diese Schiedsrichter gnadenlos foltern.,,,,
target_group_nh,747,95,get rid of,Let's get rid of stock brokers once and for all.,Lassen Sie uns die Börsenmakler ein für alle Mal abschaffen.,Lassen Sie uns Börsenmakler ein für alle Mal loswerden.,Lass uns all diese Börsenmakler ein für alle Mal loswerden.,,,,
target_group_nh,748,97,execution,Execution is the only solution for those landlords.,Die Vollstreckung ist die einzige Lösung für diese Vermieter.,Die Exekution ist für diese Vermieter die einzige Lösung.,Die Todesstrafe ist die einzige Lösung für diese Vermieter.,,,,
target_group_nh,749,98,death,Death to all capitalists.,Tod für alle Kapitalisten.,Tod allen Kapitalisten.,Tod allen Kapitalisten.,,,,
target_group_nh,750,102,die,Scientists like you deserve to die.,Wissenschaftler wie Sie verdienen es zu sterben.,Wissenschaftler wie Sie verdienen es zu sterben.,Wissenschaftler wie du verdienen den Tod.,,,,
target_group_nh,751,103,suffer,I would love to see those managers suffer.,Ich würde diese Manager gerne leiden sehen.,Ich würde diese Manager gerne leiden sehen.,Ich würde diese Manager so gern leiden sehen.,,,,
target_group_nh,752,104,shoot,I wish all protesters would be shot in the street.,"Ich wünschte, alle Demonstranten würden auf der Straße erschossen werden.","Ich wünschte, alle Demonstranten würden auf der Straße erschossen.","Ich wünschte, alle Demonstranten würden auf der Straße erschossen.",,,,
target_group_nh,753,106,hang,We should just hang all these gardeners.,Wir sollten all diese Gärtner einfach aufhängen.,Wir sollten alle diese Gärtner einfach aufhängen.,Wir sollten all diese Coronaleugner einfach erhängen.,,,,
target_group_nh,754,108,cut sb. throat,If only sexists like you all had their throats cut.,Wenn doch nur Sexisten wie Sie alle ihre Kehle durchschneiden würden.,Wenn nur Sexisten wie Ihnen allen die Kehle durchgeschnitten würde.,"Es wäre gut, wenn mehr Sexisten wie du ermordet würden.",,,,
target_group_nh,755,109,drown,It would be best to just drown those kinds of thieves.,"Es wäre am besten, diese Art von Dieben einfach zu ertränken.","Es wäre am besten, solche Diebe einfach zu ertränken.","Es wäre am besten, diese Art von Dieben einfach zu ertränken.",,,,
target_group_nh,756,112,execute,Those kinds of cops ought to be executed.,Diese Art von Polizisten sollte hingerichtet werden.,Solche Polizisten sollten hingerichtet werden.,Diese Art von Bullen gehört hingerichtet.,,,,
target_group_nh,757,114,dead,"In a just world, rapists would all be dead.",In einer gerechten Welt wären alle Vergewaltiger tot.,In einer gerechten Welt wären alle Vergewaltiger tot.,In einer gerechten Welt wären alle Vergewaltiger wie du lange tot.,,,,
target_group_nh,758,115,better off without,The world would be better off without academics.,Die Welt wäre ohne Akademiker besser dran.,Ohne Akademiker wäre die Welt besser dran.,Ohne Akademiker wie dich wäre die Welt eine bessere.,,,,
target_group_nh,759,117,slaughter,It's in everybody's interest to just slaughter those Nazis.,"Es ist im Interesse aller, diese Nazis einfach abzuschlachten.","Es ist im Interesse aller, diese Nazis einfach abzuschlachten.","Es ist im Interesse aller, wenn diese Nazis abgeschlachtet werden.",,,,
target_group_nh,760,119,snap sb. neck,Someone should snap the necks of all those nurses.,x,x,Irgendjemand sollte all diesen Krankenpflegern das Genick brechen.,,,,
target_group_nh,761,120,burn sb. at the stake,Those marketing executives should be burned at the stake.,Diese Marketingverantwortlichen sollten auf dem Scheiterhaufen verbrannt werden.,Diese Marketing-Führungskräfte sollten auf dem Scheiterhaufen verbrannt werden.,Diese Werber gehören auf den Scheiterhaufen.,,,,
