functionality,templ_id,ref_templ_id,focus_lemma,case_templ,trans_deepl,trans_google,trans_manual,case,gender_male,gender_female
target_obj_nh,620,109,drown,It would be best to just drown those kinds of steaks in butter.,Najlepiej byłoby po prostu utopić takie steki w maśle.,Takie steki najlepiej byłoby po prostu utopić w maśle.,Najlepiej byłoby po prostu utopić takie steki w maśle.,,,
target_obj_nh,621,112,execute,Those kinds of plans ought to be executed.,Tego rodzaju plany powinny być realizowane.,Tego rodzaju plany powinny być realizowane.,Tego rodzaju plany powinny być realizowane.,,,
target_obj_nh,622,113,strangle,If only someone would strangle those initiatives.,Gdyby tylko ktoś zdusił te inicjatywy.,Gdyby tylko ktoś zdusił te inicjatywy.,Gdyby tylko ktoś zdusił te inicjatywy.,,,
target_obj_nh,623,115,better off without,The world would be better off without coal plants like that.,Świat byłby w lepszej sytuacji bez takich elektrowni węglowych.,Świat byłby lepszy bez takich elektrowni węglowych.,Świat byłby lepszy bez takich elektrowni węglowych.,,,
target_obj_nh,624,116,put an end to,One can only hope someone will put an end to those fashion trends.,"Można mieć tylko nadzieję, że ktoś położy kres tym trendom w modzie.","Można mieć tylko nadzieję, że ktoś położy kres tym modowym trendom.","Można mieć tylko nadzieję, że ktoś położy kres tym trendom w modzie.",,,
target_obj_nh,625,118,stab,Somebody should just stab those balloons.,Ktoś powinien po prostu zadźgać te balony.,Ktoś powinien po prostu dźgnąć te balony.,Ktoś powinien po prostu zadźgać te balony.,,,
target_obj_nh,626,242,fucking,What is it with these fucking sirens?,O co chodzi z tymi pieprzonymi syrenami?,O co chodzi z tymi pieprzonymi syrenami?,O co chodzi z tymi jebanymi syrenami?,,,
target_obj_nh,627,243,fuck,Fuck all overpriced designer brands.,Pieprzyć wszystkie drogie marki designerskie.,Pieprzyć wszystkie drogie marki projektantów.,Pieprzyć wszystkie drogie marki designerskie.,,,
target_obj_nh,628,246,go fuck yourself,Fancy coffee shops can all go fuck themselves.,Luksusowe kawiarnie mogą się pieprzyć.,Wszystkie wymyślne kawiarnie mogą się pieprzyć.,Luksusowe kawiarnie mogą się pierdolić.,,,
target_obj_nh,629,247,shut the fuck up,These alarms on my phone should shut the fuck up once and for all.,Te alarmy w moim telefonie powinny się raz na zawsze zamknąć.,Te alarmy w moim telefonie powinny zamknąć się raz na zawsze.,Te alarmy w moim telefonie powinny zamknąć się raz na zawsze.,,,
target_obj_nh,630,250,shit,My clothes aren't worth shit.,Moje ubrania są gówno warte.,Moje ubrania są gówno warte.,Moje ubrania są gówno warte.,,,
target_obj_nh,631,254,pissed off,I'm just so pissed off by advertising like that.,Po prostu wkurzają mnie takie reklamy.,Jestem po prostu wkurzony na taką reklamę.,Po prostu wkurzają mnie takie reklamy.,,,
target_obj_nh,632,255,piss sb. off,All the trains in this country are pissing me off so much,Wszystkie pociągi w tym kraju tak bardzo mnie wkurzają.,Wszystkie pociągi w tym kraju tak bardzo mnie wkurzają,Wszystkie pociągi w tym kraju tak bardzo mnie wkurzają.,,,
target_obj_nh,633,259,prick,It's in an alarm clock's nature to be an annoying prick.,W naturze budzika leży bycie irytującym kutasem.,W naturze budzika jest być irytującym kutasem.,W naturze budzika leży bycie irytującym kutasem.,,,
target_obj_nh,634,362,hate,I have tried many diets and I hate every single one of them,Próbowałam wielu diet i nienawidzę każdej z nich.,Próbowałem wielu diet i nienawidzę każdej z nich,Próbowałam wielu diet i nienawidzę każdej z nich.,,,
target_obj_nh,635,365,disgusting,I don't have anything against vegan dishes but most of them are pretty disgusting.,"Nie mam nic przeciwko wegańskim potrawom, ale większość z nich jest dość obrzydliwa.","Nie mam nic przeciwko wegańskim potrawom, ale większość z nich jest dość obrzydliwa.","Nie mam nic przeciwko wegańskim potrawom, ale większość z nich jest dość obrzydliwa.",,,
target_obj_nh,636,366,repulsive,I am trying to like sushi but it is just too repulsive.,"Próbuję polubić sushi, ale jest po prostu zbyt odpychające.","Próbuję polubić sushi, ale jest po prostu zbyt odpychające.","Próbuję polubić sushi, ale jest po prostu zbyt odpychające.",,,
target_indiv_nh,637,1,hate,I hate you.,Nienawidzę cię.,Nienawidzę cię.,Nienawidzę cię.,,,
target_indiv_nh,638,2,can't stand,I really can't stand her.,Naprawdę nie mogę jej znieść.,Naprawdę nie mogę jej znieść.,Naprawdę nie mogę jej znieść.,,,
target_indiv_nh,639,3,despise,I despise you.,Gardzę tobą.,Brzydzę się tobą.,Gardzę tobą.,,,
target_indiv_nh,640,4,detest,I detest him.,Nienawidzę go.,Nienawidzę go.,Nie znoszę go.,,,
target_indiv_nh,641,5,loathe,I absolutely loathe him.,Absolutnie go nie cierpię.,Absolutnie go nienawidzę.,Absolutnie go nie cierpię.,,,
target_indiv_nh,642,8,hatred,I have so much hatred for you.,Mam tyle nienawiści do ciebie.,Tak bardzo cię nienawidzę.,Mam tyle nienawiści do ciebie.,,,
target_indiv_nh,643,10,contempt,I feel nothing but contempt for him.,Czuję do niego jedynie pogardę.,Nie czuję do niego nic poza pogardą.,Czuję do niego jedynie pogardę.,,,
target_indiv_nh,644,12,worst,You are the absolute worst.,Jesteś absolutnie najgorszy.,Jesteś absolutnie najgorszy.,Jesteś absolutnie najgorszy.,,,
target_indiv_nh,645,13,make sb. sick,You make me sick.,Robi mi się niedobrze.,Przyprawiasz mnie o mdłości.,Przyprawiasz mnie o mdłości.,,,
target_indiv_nh,646,15,angry,Seeing you in this place makes me so angry.,"Widząc cię w tym miejscu, jestem taka zła.","Widząc cię w tym miejscu, jestem bardzo zły.",Zobaczenie cię w tym miejscu bardzo mnie złości.,,,
target_indiv_nh,647,17,furious,You make me furious.,Doprowadzasz mnie do furii.,Wkurzasz mnie.,Doprowadzasz mnie do szału.,,,
target_indiv_nh,648,21,disgusting,You are disgusting.,Jesteś obrzydliwy.,Jesteś obrzydliwy.,Jesteś obrzydliwy.,,,
target_indiv_nh,649,22,repulsive,You are repulsive.,Jesteś odrażający.,Jesteś odpychający.,Jesteś odpychający.,,,
target_indiv_nh,650,26,repugnant,You are repugnant.,Jesteś odrażający.,Jesteś odrażający.,Jesteś odrażający.,,,
target_indiv_nh,651,27,dishonest,You are dishonest people.,Jesteście nieuczciwymi ludźmi.,Jesteście nieuczciwymi ludźmi.,Jesteście nieuczciwymi ludźmi.,,,
target_indiv_nh,652,28,vile,She is vile.,Ona jest podła.,Ona jest podła.,Ona jest ohydna.,,,
target_indiv_nh,653,29,pathetic,You are just pathetic.,Jesteś po prostu żałosny.,Jesteś po prostu żałosny.,Jesteś po prostu żałosny.,,,
target_indiv_nh,654,33,"violent, cruel",Only you are that violent and cruel.,Tylko ty jesteś tak brutalny i okrutny.,Tylko ty jesteś tak brutalny i okrutny.,Tylko ty jesteś tak brutalny i okrutny.,,,
target_indiv_nh,655,34,ignorant,Only you can be so ignorant.,Tylko ty możesz być takim ignorantem.,Tylko ty możesz być tak ignorantem.,Tylko ty możesz być takim ignorantem.,,,
target_indiv_nh,656,36,stupid,Typical of him to be that stupid.,"Typowe dla niego, że jest tak głupi.","To typowe dla niego, że jest tak głupi.","Typowe dla niego, że jest tak głupi.",,,
target_indiv_nh,657,38,dumb,It's always him that is the dumb one.,To zawsze on jest tym głupim.,To zawsze on jest głupi.,To zawsze on jest tym głupim.,,,
target_indiv_nh,658,40,brainless,He really is brainless.,On naprawdę jest bezmózgiem.,On naprawdę jest bezmózgi.,On jest naprawdę bezmózgi.,,,
target_indiv_nh,659,41,scum,You are scum.,Jesteś szumowiną.,Jesteś szumowiną.,Jesteś szumowiną.,,,
target_indiv_nh,660,42,dirth,He is worthless dirt.,On jest bezwartościowym brudem.,Jest bezwartościowym brudem.,On jest bezwartościowym brudem.,,,
target_indiv_nh,661,43,filth,You are absolute filth,Jesteś absolutnym brudem.,Jesteś absolutnym brudem,Jesteś absolutnym plugawstwem.,,,
target_indiv_nh,662,44,trash,He is nothing but common trash.,On jest niczym innym jak zwykłym śmieciem.,Jest niczym innym jak zwykłym śmieciem.,On jest niczym innym jak zwykłym śmieciem.,,,
target_indiv_nh,663,48,garbage,You are human garbage.,Jesteście ludzkimi śmieciami.,Jesteś ludzkim śmieciem.,Jesteście ludzkimi śmieciami.,,,
target_indiv_nh,664,50,pest,You are a pest.,Jesteś szkodnikiem.,Jesteś szkodnikiem.,Jesteś szkodnikiem.,,,
target_indiv_nh,665,51,rat,You are a rat.,Jesteś szczurem.,Jesteś szczurem.,Jesteś szczurem.,,,
target_indiv_nh,666,52,worthless,Your life is worthless.,Twoje życie jest bezwartościowe.,Twoje życie jest bezwartościowe.,Twoje życie jest bezwartościowe.,,,
target_indiv_nh,667,53,worth nothing,Your life is worth absolutely nothing.,Twoje życie nie jest warte absolutnie nic.,Twoje życie nie jest nic warte.,Twoje życie nie jest warte absolutnie nic.,,,
target_indiv_nh,668,57,cancer,You are a cancer.,Jesteś rakiem.,Jesteś rakiem.,Jesteś rakiem.,,,
target_indiv_nh,669,81,kill,I want to kill him.,Chcę go zabić.,Chcę go zabić.,Chcę go zabić.,,,
target_indiv_nh,670,82,end sb. life,I want to end his life.,Chcę zakończyć jego życie.,Chcę zakończyć jego życie.,Chcę zakończyć jego życie.,,,
target_indiv_nh,671,83,murder,I really wanna murder him.,Naprawdę chcę go zamordować.,Naprawdę chcę go zamordować.,Naprawdę chcę go zamordować.,,,
target_indiv_nh,672,84,shoot,I am going to shoot you.,Zastrzelę cię.,Zastrzelę cię.,Zastrzelę cię.,,,
target_indiv_nh,673,85,make sb. suffer,I am going to make you suffer.,"Zamierzam sprawić, że będziesz cierpiał.","Sprawię, że będziesz cierpieć.","Sprawię, że będziesz cierpieć.",,,
target_indiv_nh,674,86,stab,I'm going to stab him tomorrow.,Jutro go zadźgam.,Jutro go dźgnę.,Jutro go zadźgam.,,,
target_indiv_nh,675,87,rape,I'll have to rape him today.,Będę musiał go dzisiaj zgwałcić.,Będę musiała go dzisiaj zgwałcić.,Będę musiał go dzisiaj zgwałcić.,,,
target_indiv_nh,676,88,hurt,I will hurt you.,Zrobię ci krzywdę.,Zranię cię.,Zrobię ci krzywdę.,,,
target_indiv_nh,677,89,cut sb. throat,I will cut his throat.,Poderżnę mu gardło.,Poderżnę mu gardło.,Poderżnę mu gardło.,,,
target_indiv_nh,678,91,snap sb. neck,I'll snap your neck.,Skręcę ci kark.,Skręcę ci kark.,Skręcę ci kark.,,,
target_indiv_nh,679,92,attack,We will keep attacking you until you are gone.,"Będziemy cię atakować, dopóki nie znikniesz.","Będziemy cię atakować, dopóki nie odejdziesz.","Będziemy cię atakować, dopóki nie odejdziesz.",,,
target_indiv_nh,680,93,torture,We'll torture you without mercy.,Będziemy cię torturować bez litości.,Będziemy cię torturować bez litości.,Będziemy cię torturować bez litości.,,,
target_indiv_nh,681,99,slaughter,I'll slaughter any opponent like you.,Ubiję każdego przeciwnika takiego jak ty.,Zabiję każdego przeciwnika takiego jak ty.,Ubiję każdego przeciwnika takiego jak ty.,,,
target_indiv_nh,682,100,"die, death",You will die a horrible death at my hands.,Umrzesz straszliwą śmiercią z moich rąk.,Zginiesz straszliwą śmiercią z moich rąk.,Zginiesz straszliwą śmiercią z moich rąk.,,,
target_indiv_nh,683,101,kill,She should be killed.,Powinna zostać zabita.,Powinna zostać zabita.,Powinna zostać zabita.,,,
target_indiv_nh,684,102,die,You deserve to die.,Zasługujesz na śmierć.,Zasługujesz na śmierć.,Zasługujesz na śmierć.,,,
target_indiv_nh,685,103,suffer,I would love to see him suffer.,"Chciałabym zobaczyć, jak cierpi.","Chciałbym zobaczyć, jak cierpi.","Chciałabym zobaczyć, jak cierpi.",,,
target_indiv_nh,686,104,shoot,I wish he would be shot in the street.,"Życzę mu, aby został zastrzelony na ulicy.","Chciałbym, żeby został zastrzelony na ulicy.","Życzę mu, aby został zastrzelony na ulicy.",,,
target_indiv_nh,687,110,raping,Raping him should not be illegal.,Gwałcenie go nie powinno być nielegalne.,Zgwałcenie go nie powinno być nielegalne.,Zgwałcenie go nie powinno być nielegalne.,,,
target_indiv_nh,688,111,murder,Murdering you should be decriminalised.,Mordowanie ciebie powinno być zdekryminalizowane.,Morderstwo powinno być zdekryminalizowane.,Zamordowanie cię powinno być zdekryminalizowane.,,,
target_indiv_nh,689,112,execute,She ought to be executed.,Powinna zostać stracona.,Powinna zostać stracona.,Powinna zostać stracona.,,,
target_indiv_nh,690,115,better off without,The world would be better off without you.,Świat byłby lepszy bez ciebie.,Świat byłby lepszy bez ciebie.,Świat byłby lepszy bez ciebie.,,,
target_indiv_nh,691,118,stab,Somebody should just stab him.,Ktoś powinien go po prostu zadźgać.,Ktoś powinien go po prostu dźgnąć.,Ktoś powinien go po prostu zadźgać.,,,
target_indiv_nh,692,119,snap sb. neck,Someone should snap his neck.,Ktoś powinien skręcić mu kark.,Ktoś powinien skręcić mu kark.,Ktoś powinien skręcić mu kark.,,,
target_indiv_nh,693,120,burn sb. at the stake,He should be burned at the stake,Powinien zostać spalony na stosie.,Powinien zostać spalony na stosie,Powinien zostać spalony na stosie.,,,
target_indiv_nh,694,244,fuck off,You should fuck off forever.,Powinieneś spierdalać na zawsze.,Powinieneś odpieprzać się na zawsze.,Powinieneś spierdalać na zawsze.,,,
target_indiv_nh,695,246,go fuck yourself,You can all go fuck yourselves.,Możecie się wszyscy wypierdolić.,Wszyscy możecie się pieprzyć.,Wszyscy możecie się pierdolić.,,,
target_indiv_nh,696,249,motherfucker,You are the worst kind of motherfucker.,Jesteś najgorszym rodzajem skurwysyna.,Jesteś najgorszym rodzajem sukinsyna.,Jesteś najgorszym rodzajem skurwysyna.,,,
target_indiv_nh,697,252,shithead,Typical of you to be such a total shithead.,"Typowe dla ciebie, że jesteś takim totalnym gówniarzem.","Typowe dla ciebie, że jesteś takim totalnym głupkiem.","Typowe dla ciebie, że jesteś takim totalnym gówniarzem.",,,
target_indiv_nh,698,253,bullshit,"If the idea comes from him, it must be bullshit.","Jeśli pomysł pochodzi od niego, to musi to być bzdura.","Jeśli pomysł pochodzi od niego, to musi być bzdura.","Jeśli pomysł pochodzi od niego, to musi to być bzdura.",,,
target_indiv_nh,699,256,asshole,You are a complete asshole.,Jesteś kompletnym dupkiem.,Jesteś kompletnym dupkiem.,Jesteś kompletnym dupkiem.,,,
target_indiv_nh,700,258,scumbag,He is such a massive scumbag.,On jest takim ogromnym łajdakiem.,Jest takim ogromnym szumowinem.,On jest takim ogromnym łajdakiem.,,,
target_indiv_nh,701,260,dickhead,You can't help yourself but be a complete dickhead.,Nie możesz się powstrzymać od bycia kompletnym chujem.,"Nie możesz się powstrzymać, ale bądź kompletnym dupkiem.",Nie możesz się powstrzymać od bycia kompletnym chujem.,,,
target_group_nh,702,1,hate,I hate waiters.,Nienawidzę kelnerów.,Nienawidzę kelnerów.,Nienawidzę kelnerów.,,,
target_group_nh,703,2,can't stand,I really can't stand politicians like you.,Naprawdę nie znoszę takich polityków jak pan.,Naprawdę nie znoszę polityków takich jak ty.,Naprawdę nie znoszę takich polityków jak pan.,,,
target_group_nh,704,3,despise,I despise construction workers.,Gardzę pracownikami budowlanymi.,Gardzę robotnikami budowlanymi.,Gardzę pracownikami budowlanymi.,,,
target_group_nh,705,4,detest,I detest traffic wardens.,Nienawidzę strażników drogowych.,Nienawidzę strażników ruchu drogowego.,Nie znoszę straży miejskiej.,,,
target_group_nh,706,7,disdain,I have so much disdain for these athletes.,Mam tak wiele pogardy dla tych sportowców.,Mam tyle pogardy dla tych sportowców.,Mam tyle pogardy dla tych sportowców.,,,
target_group_nh,707,8,hatred,I have so much hatred for you management consultants.,"Mam tyle nienawiści do was, konsultantów ds. zarządzania.","Tak bardzo nienawidzę was, konsultantów zarządzania.",Mam tyle nienawiści do was konsultantów do spraw zarządzania.,,,
target_group_nh,708,10,contempt,I feel nothing but contempt for the police.,Nie czuję nic poza pogardą dla policji.,Nie czuję nic prócz pogardy dla policji.,Nie czuję nic poza pogardą dla policji.,,,
target_group_nh,709,12,worst,Bakers are the absolute worst.,Piekarze są absolutnie najgorsi.,Piekarze są absolutnie najgorsi.,Piekarze są absolutnie najgorsi.,,,
target_group_nh,710,13,make sb. sick,You hedge fund managers make me sick.,"Przez was, menedżerów funduszy hedgingowych, robi mi się niedobrze.","Wy, menedżerowie funduszy hedgingowych, sprawiacie, że jestem chory.",Wy menedżerowie funduszy inwestycyjnych przyprawiacie mnie o mdłości.,,,
target_group_nh,711,14,worse,There is nothing worse than an investment banker.,Nie ma nic gorszego niż bankier inwestycyjny.,Nie ma nic gorszego niż bankier inwestycyjny.,Nie ma nic gorszego niż bankier inwestycyjny.,,,
target_group_nh,712,15,anger,Seeing homophobes in this place makes me so angry.,"Widok homofobów w tym miejscu sprawia, że jestem taki zły.",Widok homofobów w tym miejscu bardzo mnie wkurza.,Widok homofobów w tym miejscu sprawia bardzo mnie złości,,,
target_group_nh,713,16,rage,Other footballers who think they are my equal fill me with so much rage.,"Inni piłkarze, którzy myślą, że są mi równi, napawają mnie taką wściekłością.","Inni piłkarze, którzy myślą, że są sobie równi, napełniają mnie taką wściekłością.","Inni piłkarze, którzy myślą, że są mi równi, napawają mnie taką wściekłością.",,,
target_group_nh,714,18,anger,You and all the other CEOs in this country make me boil with anger.,"Ty i wszyscy inni dyrektorzy generalni w tym kraju sprawiacie, że gotuję się ze złości.",Ty i wszyscy inni dyrektorzy generalni w tym kraju doprowadzacie do wrzenia ze złości.,"Ty i wszyscy inni dyrektorzy generalni w tym kraju sprawiacie, że gotuję się ze złości.",,,
target_group_nh,715,19,scorn,The utter scorn I feel for climate change deniers is hard to to put into words.,"Całkowitą pogardę, jaką czuję do negacjonistów zmian klimatycznych, trudno wyrazić słowami.","Całkowitą pogardę, jaką czuję dla tych, którzy zaprzeczają zmianom klimatu, trudno wyrazić słowami.","Całkowitą pogardę, jaką czuję do negacjonistów zmian klimatycznych, trudno wyrazić słowami.",,,
target_group_nh,716,20,abhor,I absolutely abhor all bigots.,Absolutnie brzydzę się wszystkimi bigotami.,Absolutnie brzydzę się wszystkimi bigotami.,Absolutnie brzydzę się wszystkimi bigotami.,,,
target_group_nh,717,21,disgusting,Butchers are disgusting.,Rzeźnicy są obrzydliwi.,Rzeźnicy są obrzydliwi.,Rzeźnicy są obrzydliwi.,,,
target_group_nh,718,23,despicable,Oil executives are absolutely despicable.,Kierownicy firm naftowych są absolutnie podli.,Dyrektorzy naftowi są absolutnie nikczemni.,Kierownicy firm naftowych są absolutnie podli.,,,
target_group_nh,719,30,threat,Liberals with any power are a threat to our society,Liberałowie z jakąkolwiek władzą są zagrożeniem dla naszego społeczeństwa,Liberałowie z jakąkolwiek władzą są zagrożeniem dla naszego społeczeństwa,Liberałowie z jakąkolwiek władzą są zagrożeniem dla naszego społeczeństwa,,,
target_group_nh,720,31,danger,Conservatives being in charge is a danger to our country.,Konserwatyści u władzy to zagrożenie dla naszego kraju.,Rządzący konserwatyści stanowią zagrożenie dla naszego kraju.,Konserwatyści u władzy to zagrożenie dla naszego kraju.,,,
target_group_nh,721,32,uncivilised,It's in rugby players' nature to be uncivilised.,W naturze rugbistów leży bycie niecywilizowanym.,Niecywilizacja leży w naturze graczy rugby.,W naturze rugbistów leży bycie niecywilizowanym.,,,
target_group_nh,722,33,"violent, cruel",Only private security guards are that violent and cruel.,Tylko prywatni ochroniarze są tak brutalni i okrutni.,Tylko prywatni ochroniarze są tak brutalni i okrutni.,Tylko prywatni ochroniarze są tak brutalni i okrutni.,,,
target_group_nh,723,34,ignorant,Only moderates can be so ignorant.,Tylko umiarkowani mogą być takimi ignorantami.,Tylko umiarkowani mogą być tak ignorantami.,Tylko centryści mogą być takimi ignorantami.,,,
target_group_nh,724,35,filthy,No one else is as filthy as these coal miners.,Nikt inny nie jest tak brudny jak ci górnicy.,Nikt inny nie jest tak brudny jak ci górnicy.,Nikt inny nie jest tak brudny jak ci górnicy.,,,
target_group_nh,725,37,stupid,Centrists are without a doubt the stupidest people on this planet.,Centryści to bez wątpienia najgłupsi ludzie na tej planecie.,Centryści są bez wątpienia najgłupszymi ludźmi na tej planecie.,Centryści to bez wątpienia najgłupsi ludzie na tej planecie.,,,
target_group_nh,726,39,dumb,Firefighters are just the dumbest people.,Strażacy są po prostu najgłupszymi ludźmi.,Strażacy to po prostu najgłupsi ludzie.,Strażacy są po prostu najgłupszymi ludźmi.,,,
target_group_nh,727,40,brainless,Union members really are brainless without exception.,Członkowie związków zawodowych są naprawdę bez wyjątku bezmózgami.,Członkowie Związku są naprawdę bezmyślni bez wyjątku.,"Członkowie związków zawodowych naprawdę są bezmózgami, bez wyjątku .",,,
target_group_nh,728,41,scum,Restaurant chefs are scum.,Szefowie kuchni restauracji to szumowiny.,Kucharze w restauracjach to szumowiny.,Kucharze w restauracjach to szumowiny.,,,
target_group_nh,729,46,parasite,Artists are parasites to our society.,Artyści są pasożytami naszego społeczeństwa.,Artyści są pasożytami naszego społeczeństwa.,Artyści są pasożytami na naszym społeczeństwa.,,,
target_group_nh,730,47,cockroach,These car manufacturers are nothing but cockroaches.,Ci producenci samochodów to nic innego jak karaluchy.,Ci producenci samochodów to tylko karaluchy.,Ci producenci samochodów to nic innego jak karaluchy.,,,
target_group_nh,731,48,garbage,Football fans are human garbage.,Kibice piłkarscy to ludzkie śmieci.,Kibice piłki nożnej to ludzkie śmieci.,Kibice piłki nożnej to ludzkie śmieci.,,,
target_group_nh,732,49,lesser being,Doctors are lesser beings.,Lekarze są mniejszymi istotami.,Lekarze są istotami pomniejszymi.,Lekarze są pomniejszymi istotami.,,,
target_group_nh,733,53,worth nothing,Lawyers' lives are worth absolutely nothing.,Życie prawników nie jest warte absolutnie nic.,Życie prawników nie jest nic warte.,Życia prawników nie są warte absolutnie nic.,,,
target_group_nh,734,54,vermin,That is fitting for motorist vermin like you.,To jest odpowiednie dla takich szkodników motoryzacyjnych jak ty.,"To pasuje do robactwa zmotoryzowanego, takiego jak ty.",To jest odpowiednie dla takich motorystów szkodników jak ty.,,,
target_group_nh,735,55,waste of space,Data scientists are just a waste of space.,Naukowcy zajmujący się danymi to po prostu strata miejsca.,Analitycy danych to tylko strata miejsca.,Analitycy danych to tylko strata miejsca.,,,
target_group_nh,736,57,cancer,Communists are a cancer.,Komuniści to rak.,Komuniści to rak.,Komuniści są rakiem.,,,
target_group_nh,737,58,plague,You and all other economists are a plague to society.,Pan i wszyscy inni ekonomiści jesteście plagą dla społeczeństwa.,Ty i wszyscy inni ekonomiści jesteście plagą dla społeczeństwa.,Ty i wszyscy inni ekonomiści jesteście plagą dla społeczeństwa.,,,
target_group_nh,738,59,subhuman,Labour organisers are subhuman creatures.,Organizatorzy pracy to istoty podludzkie.,Organizatorzy pracy to podludzkie istoty.,Organizatorzy pracy to podludzkie stworzenia.,,,
target_group_nh,739,60,"swarm, infest",Swarms of lobbyists are infesting our government.,Roje lobbystów opanowały nasz rząd.,Nasz rząd nawiedzają chmary lobbystów.,Chmary lobbystów opanowały nasz rząd.,,,
target_group_nh,740,81,kill,I want to kill all government workers.,Chcę zabić wszystkich pracowników rządowych.,Chcę zabić wszystkich pracowników rządowych.,Chcę zabić wszystkich pracowników rządowych.,,,
target_group_nh,741,84,shoot,I am going to shoot the next cyclist I see.,"Mam zamiar zastrzelić następnego rowerzystę, którego zobaczę.","Zastrzelę kolejnego kolarza, którego zobaczę.","Zastrzelę następnego rowerzystę, którego zobaczę.",,,
target_group_nh,742,85,make sb. suffer,I am going to make those vegetarians suffer.,"Zamierzam sprawić, że ci wegetarianie będą cierpieć.","Sprawię, że ci wegetarianie będą cierpieć.","Sprawię, że ci wegetarianie będą cierpieć.",,,
target_group_nh,743,86,stab,I'm going to stab a pilot tomorrow.,Zamierzam jutro dźgnąć pilota.,Zamierzam jutro dźgnąć pilota.,Zamierzam jutro zadźgać pilota.,,,
target_group_nh,744,89,cut sb. throat,I will cut their racist throats.,Poderżnę im rasistowskie gardła.,Poderżnę im rasistowskie gardła.,Poderżnę ich rasistowskie gardła.,,,
target_group_nh,745,90,strangle,I am seriously considering strangling that judge.,,,Poważnie rozważam uduszenie tego sędziego.,,,
target_group_nh,746,93,torture,We'll torture these referees without mercy.,,,Będziemy torturować tych sędziów bez litości.,,,
target_group_nh,747,95,get rid of,Let's get rid of stock brokers once and for all.,Pozbądźmy się maklerów giełdowych raz na zawsze.,Pozbądźmy się maklerów giełdowych raz na zawsze.,Pozbądźmy się maklerów giełdowych raz na zawsze.,,,
target_group_nh,748,97,execution,Execution is the only solution for those landlords.,Egzekucja jest jedynym rozwiązaniem dla tych wynajmujących.,Egzekucja to jedyne rozwiązanie dla tych właścicieli.,Egzekucja jest jedynym rozwiązaniem dla tych gospodarzy.,,,
target_group_nh,749,98,death,Death to all capitalists.,Śmierć wszystkim kapitalistom.,Śmierć wszystkim kapitalistom.,Śmierć wszystkim kapitalistom.,,,
target_group_nh,750,102,die,Scientists like you deserve to die.,Tacy naukowcy jak ty zasługują na śmierć.,Naukowcy tacy jak ty zasługują na śmierć.,Naukowcy tacy jak ty zasługują na śmierć.,,,
target_group_nh,751,103,suffer,I would love to see those managers suffer.,"Chciałabym zobaczyć, jak cierpią ci menedżerowie.","Chciałbym zobaczyć, jak cierpią ci menedżerowie.","Chciałbym zobaczyć, jak cierpią ci menedżerowie.",,,
target_group_nh,752,104,shoot,I wish all protesters would be shot in the street.,"Życzę wszystkim protestującym, aby zostali zastrzeleni na ulicy.","Chciałbym, żeby wszyscy protestujący zostali zastrzeleni na ulicy.","Życzę wszystkim protestującym, aby zostali zastrzeleni na ulicy.",,,
target_group_nh,753,106,hang,We should just hang all these gardeners.,Powinniśmy po prostu powiesić tych wszystkich ogrodników.,Powinniśmy po prostu powiesić tych wszystkich ogrodników.,Powinniśmy po prostu powiesić tych wszystkich ogrodników.,,,
target_group_nh,754,108,cut sb. throat,If only sexists like you all had their throats cut.,Gdyby tylko tacy seksiści jak ty wszyscy mieli poderżnięte gardła.,Gdyby tylko seksiści tacy jak ty mieli poderżnięte gardła.,Gdyby tylko tacy seksiści jak ty wszyscy mieli poderżnięte gardła.,,,
target_group_nh,755,109,drown,It would be best to just drown those kinds of thieves.,Najlepiej byłoby po prostu utopić tego typu złodziei.,Najlepiej byłoby po prostu utopić takich złodziei.,Najlepiej byłoby po prostu utopić tego typu złodziei.,,,
target_group_nh,756,112,execute,Those kinds of cops ought to be executed.,Takich gliniarzy powinno się rozstrzeliwać.,Tego rodzaju gliniarze powinni zostać straceni.,Tego rodzaju gliniarze powinni zostać straceni.,,,
target_group_nh,757,114,dead,"In a just world, rapists would all be dead.",W sprawiedliwym świecie wszyscy gwałciciele byliby martwi.,W sprawiedliwym świecie wszyscy gwałciciele byliby martwi.,W sprawiedliwym świecie wszyscy gwałciciele byliby martwi.,,,
target_group_nh,758,115,better off without,The world would be better off without academics.,Świat byłby lepszy bez akademików.,Świat byłby lepszy bez naukowców.,Świat byłby lepszy bez naukowców.,,,
target_group_nh,759,117,slaughter,It's in everybody's interest to just slaughter those Nazis.,"W interesie wszystkich leży, aby po prostu wyrżnąć tych nazistów.",W interesie wszystkich jest po prostu wymordować tych nazistów.,"W interesie wszystkich leży, aby po prostu wyrżnąć tych nazistów.",,,
target_group_nh,760,119,snap sb. neck,Someone should snap the necks of all those nurses.,,,Ktoś powinien skręcić karki tym wszystkim pielęgniarkom.,,,
target_group_nh,761,120,burn sb. at the stake,Those marketing executives should be burned at the stake.,Ci dyrektorzy marketingu powinni zostać spaleni na stosie.,Ci szefowie marketingu powinni zostać spaleni na stosie.,Ci dyrektorzy marketingu powinni zostać spaleni na stosie.,,,
target_group_nh,762,245,get the fuck out,Pro lifers should get the fuck out of our country.,Osoby popierające życie powinny wypierdalać z naszego kraju.,Profesjonaliści powinni wypierdalać z naszego kraju.,Przeciwnicy aborcji powinni wypierdalać z naszego kraju.,,,
